# OSD-522 shoot proteome — SOL/MEM reconciliation
# proteins seen in both fractions; the row with the smaller adjusted p-value was kept
accession	gene	kept_fraction	kept_log2fc	kept_adj_p	dropped
Q9C9C4	ENO1	MEM	0.1800	0.2415	SOL log2fc=0.360 adj_p=0.418
Q9C9C5	RPL6C	SOL	0.3900	0.1579	MEM log2fc=-0.010 adj_p=0.998
Q9C9C9	SOT18	MEM	-1.2100	0.004144	SOL log2fc=-1.030 adj_p=0.0367
Q9C9D0	SOT16	MEM	0.5100	0.02813	SOL log2fc=-0.270 adj_p=0.057
Q9C9G5	At1g68300	MEM	0.2700	0.04754	SOL log2fc=0.280 adj_p=0.0839
Q9C9I7	PSB33	SOL	-1.1000	0.1108	MEM log2fc=-0.430 adj_p=0.127
Q9C9K3	PFP-ALPHA2	MEM	0.2800	0.06634	SOL log2fc=-0.060 adj_p=0.351
Q9C9M1	AR401	MEM	0.2500	0.2362	SOL log2fc=-0.010 adj_p=0.783
Q9C9P3	F9E10.24	MEM	-0.6700	0.03608	SOL log2fc=0.030 adj_p=0.795
Q9C9P4	KAS2	SOL	0.0100	0.7935	MEM log2fc=-0.020 adj_p=0.91
Q9C9W5	HPR	SOL	-0.3100	0.2621	MEM log2fc=-0.110 adj_p=0.843
Q9CA59	NRP1	MEM	0.5100	0.1424	SOL log2fc=-0.180 adj_p=0.493
Q9CA67	CHLP	MEM	-0.6300	0.04297	SOL log2fc=-0.250 adj_p=0.0911
Q9CA83	NADP-ME4	MEM	1.0600	0.0254	SOL log2fc=0.400 adj_p=0.272
Q9CA90	HPR2	MEM	0.1400	0.2305	SOL log2fc=-0.080 adj_p=0.483
Q9CAD1	At1g63660	MEM	0.0600	0.2546	SOL log2fc=-0.050 adj_p=0.419
Q9CAF5	ABCI6	MEM	-0.0200	0.8114	SOL log2fc=0.110 adj_p=0.872
Q9CAF6	GYRA	MEM	0.0600	0.3501	SOL log2fc=-0.020 adj_p=0.754
Q9CAI3	CAD1	MEM	0.4400	0.03344	SOL log2fc=0.360 adj_p=0.241
Q9CAT7	At1g73230	SOL	0.1500	0.3949	MEM log2fc=0.110 adj_p=0.627
Q9CAV0	RPS3AA	SOL	0.4900	0.04047	MEM log2fc=-0.050 adj_p=0.364
Q9CAX6	RPS14B	MEM	0.5100	0.0638	SOL log2fc=0.160 adj_p=0.374
Q9FE06	EXL2	SOL	0.6900	0.04316	MEM log2fc=0.690 adj_p=0.0522
Q9FE18	At1g26550	MEM	0.9100	0.01409	SOL log2fc=-0.030 adj_p=0.957
Q9FE29	At4g15610	MEM	1.2600	0.01483	SOL log2fc=1.550 adj_p=0.0234
Q9FE58	RPL22C	MEM	0.5400	0.00897	SOL log2fc=0.090 adj_p=0.362
Q9FE63	PRF3	MEM	-0.1200	0.3132	SOL log2fc=-0.090 adj_p=0.916
Q9FE65	RPL34B	MEM	1.4500	0.01842	SOL log2fc=-0.100 adj_p=0.27
Q9FE78	EIF2A	SOL	-0.2800	0.3214	MEM log2fc=0.080 adj_p=0.545
Q9FEA2	OVA3	MEM	-0.1900	0.02777	SOL log2fc=-0.090 adj_p=0.725
Q9FEB5	DSP4	MEM	-0.8900	0.006758	SOL log2fc=-0.010 adj_p=0.688
Q9FF52	RPL12C	MEM	2.6900	0.005481	SOL log2fc=-0.190 adj_p=0.0889
Q9FF55	PDIL1-4	MEM	0.3000	0.02667	SOL log2fc=0.100 adj_p=0.529
Q9FF90	RPL13D	MEM	-0.0500	0.3674	SOL log2fc=-0.010 adj_p=0.598
Q9FF97	MRO11.13	SOL	0.4500	0.1274	MEM log2fc=0.130 adj_p=0.408
Q9FF98	ML3	SOL	1.0200	0.05325	MEM log2fc=0.470 adj_p=0.165
Q9FFC0	At5g22880	MEM	0.2500	0.04488	SOL log2fc=0.380 adj_p=0.101
Q9FFC7	EMB86	MEM	-0.1900	0.01485	SOL log2fc=-0.230 adj_p=0.0169
Q9FFD2	RGP5	SOL	0.4800	0.2754	MEM log2fc=-0.180 adj_p=0.522
Q9FFE6	AAE5	SOL	0.2100	0.116	MEM log2fc=0.150 adj_p=0.122
Q9FFH6	FLA13	MEM	-0.6500	0.00972	SOL log2fc=-0.050 adj_p=0.596
Q9FFJ2	ENH1	SOL	-0.3900	0.2974	MEM log2fc=-0.010 adj_p=0.913
Q9FFP6	MBK5.16	MEM	0.5700	0.02346	SOL log2fc=-0.160 adj_p=0.0657
Q9FFQ0	TOL5	SOL	0.2100	0.127	MEM log2fc=0.320 adj_p=0.131
Q9FFR3	PGD3	MEM	0.2700	0.1435	SOL log2fc=0.040 adj_p=0.783
Q9FFS8	RPS10B	SOL	-0.0600	0.2213	MEM log2fc=-0.060 adj_p=0.538
Q9FFT4	PDC2	MEM	0.6900	0.04288	SOL log2fc=-0.780 adj_p=0.127
Q9FFV2	MBG8.1	MEM	-0.2600	0.01081	SOL log2fc=-0.210 adj_p=0.19
Q9FFV8	MBB18.19	MEM	0.4900	0.05685	SOL log2fc=-0.190 adj_p=0.268
Q9FFW8	TSBtype2	SOL	0.6900	0.04535	MEM log2fc=0.200 adj_p=0.196
Q9FFW9	MBB18.5	MEM	0.5600	0.03741	SOL log2fc=-0.590 adj_p=0.0843
Q9FG01	ATO	MEM	-0.3200	0.02319	SOL log2fc=-0.480 adj_p=0.0321
Q9FG37	GCP3	MEM	-0.4500	0.04475	SOL log2fc=-0.430 adj_p=0.134
Q9FG38	SNX1	MEM	-0.2700	0.05195	SOL log2fc=-0.080 adj_p=0.119
Q9FG54	MDK4.20	MEM	1.3700	0.01581	SOL log2fc=2.020 adj_p=0.0632
Q9FG81	MQD19.19	MEM	0.2800	0.03482	SOL log2fc=0.110 adj_p=0.207
Q9FGC7	ZEP	MEM	-0.3100	0.01615	SOL log2fc=-0.490 adj_p=0.0369
Q9FGF4	MSJ1.26	MEM	-0.1700	0.007987	SOL log2fc=-0.300 adj_p=0.342
Q9FGH3	MQJ2.6	MEM	0.2400	0.4811	SOL log2fc=-0.110 adj_p=0.652
Q9FGS0	CP31B	MEM	1.8800	0.01296	SOL log2fc=-0.150 adj_p=0.139
Q9FGT3	At5g58110	MEM	0.1800	0.05843	SOL log2fc=-0.090 adj_p=0.504
Q9FGT8	TIL	MEM	-0.2600	0.07649	SOL log2fc=0.420 adj_p=0.317
Q9FGX1	ACLB-2	MEM	0.8800	0.003642	SOL log2fc=0.190 adj_p=0.0865
Q9FGY1	BXL1	SOL	0.1300	0.08757	MEM log2fc=0.280 adj_p=0.173
Q9FH02	FTSH5	SOL	-0.3700	0.05741	MEM log2fc=-0.350 adj_p=0.171
Q9FH05	SCPL42	SOL	-0.0400	0.1613	MEM log2fc=-0.490 adj_p=0.27
Q9FH46	At5g61970	SOL	-0.3700	0.1822	MEM log2fc=-0.020 adj_p=0.659
Q9FH82	PAE11	MEM	0.6900	0.05721	SOL log2fc=0.490 adj_p=0.152
Q9FHG2	RPL32B	MEM	-0.3200	0.2107	SOL log2fc=0.800 adj_p=0.28
Q9FHL4	FTRA1	MEM	-0.5600	0.1863	SOL log2fc=-0.090 adj_p=0.196
Q9FHW7	SKP1B	MEM	0.5800	0.07753	SOL log2fc=-0.120 adj_p=0.233
Q9FHX0	MJC20.26	MEM	-0.9400	0.00612	SOL log2fc=-0.040 adj_p=0.789
Q9FI53	FUM2	MEM	-0.6300	0.01289	SOL log2fc=-0.880 adj_p=0.0342
Q9FI56	CLPC1	MEM	-0.4100	0.009223	SOL log2fc=-0.090 adj_p=0.28
Q9FIA0	UGT76C2	MEM	-0.0100	0.8891	SOL log2fc=0.010 adj_p=0.915
Q9FID2	MXF12.90	SOL	0.2900	0.03457	MEM log2fc=-0.080 adj_p=0.575
Q9FIJ2	At5g47890	MEM	-0.3300	0.2016	SOL log2fc=-0.030 adj_p=0.951
Q9FIQ0	AGD9	MEM	1.3400	0.02602	SOL log2fc=0.370 adj_p=0.0366
Q9FIS4	MTG10.17	MEM	-0.5800	0.03889	SOL log2fc=-0.530 adj_p=0.0772
Q9FIX1	AIG2LB	SOL	0.0000	0.5055	MEM log2fc=-0.130 adj_p=0.658
Q9FIZ7	OXP1	MEM	-0.2300	0.02711	SOL log2fc=-0.010 adj_p=0.482
Q9FJ62	GDPDL4	MEM	0.7000	0.0239	SOL log2fc=0.230 adj_p=0.236
Q9FJ95	SDH	MEM	0.3000	0.07348	SOL log2fc=-0.100 adj_p=0.216
Q9FJA6	RPS3C	SOL	0.1500	0.04535	MEM log2fc=-0.100 adj_p=0.411
Q9FJD0	VPS26A	MEM	0.5600	0.01022	SOL log2fc=-0.120 adj_p=0.937
Q9FJD4	KPNB1	SOL	-0.1600	0.04247	MEM log2fc=0.190 adj_p=0.0464
Q9FJE8	At5g59870	MEM	-0.8800	0.02777	SOL log2fc=0.030 adj_p=0.728
Q9FJH0	RABA1F	SOL	0.3900	0.08038	MEM log2fc=-0.120 adj_p=0.176
Q9FJH6	ABCF1	MEM	-0.5600	0.02742	SOL log2fc=-0.230 adj_p=0.152
Q9FJI5	G6PD6	MEM	-0.0200	0.4692	SOL log2fc=0.040 adj_p=0.598
Q9FJN8	RABA4A	MEM	-0.2900	0.04486	SOL log2fc=-0.350 adj_p=0.594
Q9FJP3	RPL29	MEM	0.1900	0.1721	SOL log2fc=-0.050 adj_p=0.942
Q9FJU9	At5g56590	MEM	-0.3600	0.0135	SOL log2fc=0.070 adj_p=0.872
Q9FJX2	RPL26B	MEM	-0.3800	0.0964	SOL log2fc=0.610 adj_p=0.132
Q9FJY6	At5g66530	MEM	-0.2700	0.314	SOL log2fc=-0.070 adj_p=0.433
Q9FJZ7	At5g66420	SOL	-0.4500	0.04026	MEM log2fc=-0.400 adj_p=0.0439
Q9FK25	OMT1	MEM	0.8400	0.005861	SOL log2fc=0.230 adj_p=0.397
Q9FK35	ADK2	SOL	0.4900	0.08652	MEM log2fc=0.090 adj_p=0.353
Q9FK88	INVE	MEM	-0.2800	0.02522	SOL log2fc=-0.100 adj_p=0.128
Q9FKA3	MIJ24.8	MEM	0.1400	0.1905	SOL log2fc=-0.020 adj_p=0.701
Q9FKA5	At5g39570	MEM	-1.0100	0.05418	SOL log2fc=0.070 adj_p=0.918
Q9FKB7	At5g48790	MEM	-0.3100	0.009628	SOL log2fc=-0.390 adj_p=0.0366
Q9FKC0	RPL13AD	MEM	-0.3700	0.122	SOL log2fc=0.150 adj_p=0.199
Q9FKG3	PFK4	MEM	-0.6000	0.02095	SOL log2fc=-0.290 adj_p=0.269
Q9FKI0	FIM5	SOL	-0.2900	0.1142	MEM log2fc=-0.030 adj_p=0.5
Q9FKI4	NAA10	MEM	0.4900	0.011	SOL log2fc=-0.120 adj_p=0.261
Q9FKJ4	MUF9.16	MEM	1.5200	0.01022	SOL log2fc=2.090 adj_p=0.0758
Q9FKK7	XYLA	SOL	0.3400	0.07802	MEM log2fc=-0.030 adj_p=0.733
Q9FKU8	At5g44400	SOL	-0.4800	0.02309	MEM log2fc=-0.840 adj_p=0.0363
Q9FKV6	At5g44320	MEM	0.2900	0.04488	SOL log2fc=-0.170 adj_p=0.131
Q9FKW6	LFNR1	SOL	0.2200	0.2768	MEM log2fc=-0.120 adj_p=0.523
Q9FLC0	PER52	MEM	-0.3700	0.1884	SOL log2fc=0.060 adj_p=0.515
Q9FLF0	RPS9C	SOL	0.5300	0.02595	MEM log2fc=-0.190 adj_p=0.102
Q9FLG1	BXL4	SOL	0.7700	0.1101	MEM log2fc=0.060 adj_p=0.824
Q9FLH2	MPA24.10	MEM	0.2300	0.0135	SOL log2fc=-0.240 adj_p=0.135
Q9FLN4	RPL27	SOL	0.2300	0.3853	MEM log2fc=-0.230 adj_p=0.777
Q9FLP0	MAP65-1	MEM	0.4200	0.05506	SOL log2fc=-0.220 adj_p=0.138
Q9FLQ4	At5g55070	SOL	-0.3300	0.05281	MEM log2fc=0.000 adj_p=0.96
Q9FLT0	TSN2	MEM	0.5500	0.01222	SOL log2fc=-0.200 adj_p=0.118
Q9FLW9	PKP2	MEM	0.8800	0.03087	SOL log2fc=0.350 adj_p=0.102
Q9FLX7	At5g52840	MEM	-0.1800	0.1007	SOL log2fc=-0.150 adj_p=0.259
Q9FM01	UGD4	MEM	-0.2100	0.04866	SOL log2fc=-0.240 adj_p=0.221
Q9FM47	MNF13.1	SOL	-0.1200	0.4283	MEM log2fc=-0.100 adj_p=0.522
Q9FM54	FOLB2	SOL	0.6000	0.2553	MEM log2fc=-0.230 adj_p=0.342
Q9FM65	FLA1	MEM	1.2200	0.01234	SOL log2fc=0.140 adj_p=0.273
Q9FM96	PSL4	MEM	-0.5400	0.01046	SOL log2fc=0.070 adj_p=0.58
Q9FM97	MCD7.8	MEM	0.9400	0.01151	SOL log2fc=0.150 adj_p=0.111
Q9FMD7	At5g16590	MEM	0.5000	0.06342	SOL log2fc=-0.060 adj_p=0.107
Q9FME2	NTF2	MEM	2.1000	0.007671	SOL log2fc=0.090 adj_p=0.171
Q9FMF9	MSJ1.11	MEM	-0.2200	0.02812	SOL log2fc=-0.200 adj_p=0.0403
Q9FMG4	SC35	MEM	-1.2300	0.01242	SOL log2fc=-0.580 adj_p=0.592
Q9FMH8	RD21B	SOL	0.9500	0.01693	MEM log2fc=0.220 adj_p=0.0983
Q9FMI7	PER70	MEM	0.4600	0.004953	SOL log2fc=-0.330 adj_p=0.14
Q9FMM3	EXA1	SOL	-0.3300	0.04535	MEM log2fc=0.450 adj_p=0.0852
Q9FMN4	At5g42850	MEM	0.6200	0.02953	SOL log2fc=0.030 adj_p=0.524
Q9FMR9	RIN1	SOL	-0.3900	0.0782	MEM log2fc=0.190 adj_p=0.2
Q9FMT1	IMDH1	MEM	-2.3300	0.01022	SOL log2fc=-2.000 adj_p=0.0641
Q9FMU6	MPT3	MEM	-0.4200	0.007921	SOL log2fc=-0.900 adj_p=0.219
Q9FMV5	NFYC4	MEM	-0.4400	0.0295	SOL log2fc=-0.510 adj_p=0.158
Q9FN03	UVR8	MEM	-0.5100	0.1514	SOL log2fc=0.290 adj_p=0.252
Q9FN08	BGAL10	MEM	0.3200	0.1517	SOL log2fc=0.370 adj_p=0.153
Q9FN89	RIBA3	MEM	-0.3300	0.02982	SOL log2fc=-0.190 adj_p=0.18
Q9FNA0	DJC73	MEM	-0.2500	0.03697	SOL log2fc=-0.320 adj_p=0.0914
Q9FNB0	CHLH	MEM	-0.1400	0.007794	SOL log2fc=0.090 adj_p=0.828
Q9FND9	RFS5	SOL	-0.3200	0.2478	MEM log2fc=-0.050 adj_p=0.697
Q9FNF2	SS1	MEM	-0.4900	0.1715	SOL log2fc=-0.140 adj_p=0.594
Q9FNF6	MOP9.8	MEM	0.5000	0.05998	SOL log2fc=0.050 adj_p=0.648
Q9FNH6	NHL3	MEM	0.7900	0.01022	SOL log2fc=0.330 adj_p=0.115
Q9FNK4	DELTA-OAT	MEM	0.1900	0.07426	SOL log2fc=0.150 adj_p=0.438
Q9FNN1	MAH20.13	MEM	0.0500	0.5321	SOL log2fc=0.080 adj_p=0.757
Q9FNN2	WDR26	MEM	0.3700	0.05567	SOL log2fc=-0.430 adj_p=0.249
Q9FNN5	At5g08530	MEM	0.3100	0.02688	SOL log2fc=0.070 adj_p=0.213
Q9FNX5	DRP1E	SOL	-0.5300	0.03974	MEM log2fc=0.500 adj_p=0.0662
Q9FPF0	DJ1A	MEM	0.5800	0.07486	SOL log2fc=0.320 adj_p=0.077
Q9FPH3	THA2	MEM	0.1500	0.08345	SOL log2fc=-0.100 adj_p=0.161
Q9FPT1	UBP12	SOL	-0.1200	0.8691	MEM log2fc=-0.020 adj_p=0.937
Q9FR44	NMT1	SOL	0.5500	0.1459	MEM log2fc=0.100 adj_p=0.27
Q9FRL8	DHAR2	MEM	0.3400	0.02321	SOL log2fc=0.120 adj_p=0.323
Q9FT52	At3g52300	SOL	0.4300	0.09154	MEM log2fc=-0.140 adj_p=0.139
Q9FUP0	OPR3	SOL	-0.7700	0.0234	MEM log2fc=-0.610 adj_p=0.0995
Q9FUS6	GSTU13	MEM	-0.5900	0.03118	SOL log2fc=-0.260 adj_p=0.103
Q9FUS8	GSTU17	MEM	0.7800	0.004436	SOL log2fc=-0.570 adj_p=0.0638
Q9FUS9	GSTU18	MEM	-0.6100	0.01361	SOL log2fc=-0.860 adj_p=0.141
Q9FUZ2	PDF1B	MEM	-0.9500	0.02399	SOL log2fc=0.030 adj_p=0.951
Q9FV52	MAP1B	SOL	0.1100	0.2032	MEM log2fc=-0.030 adj_p=0.88
Q9FV53	PDF1A	SOL	-0.2200	0.1234	MEM log2fc=-0.270 adj_p=0.222
Q9FV81	GATB	SOL	-0.2500	0.04888	MEM log2fc=0.010 adj_p=0.552
Q9FVP6	F27K7.11	SOL	-0.2300	0.1058	MEM log2fc=-0.030 adj_p=0.665
Q9FVQ1	NUCL1	MEM	-0.5000	0.01655	SOL log2fc=0.180 adj_p=0.712
Q9FVR6	At1g32220	MEM	-0.5800	0.004283	SOL log2fc=-0.420 adj_p=0.0429
Q9FVR9	At1g57770	MEM	0.2000	0.0265	SOL log2fc=-0.340 adj_p=0.0397
Q9FVT2	At1g57720	MEM	0.9700	0.009642	SOL log2fc=-0.270 adj_p=0.111
Q9FW48	At1g33600	MEM	-0.3400	0.08764	SOL log2fc=-0.170 adj_p=0.167
Q9FWA3	PGD2	SOL	-0.0500	0.1598	MEM log2fc=0.070 adj_p=0.762
Q9FWR4	DHAR1	MEM	0.6100	0.1195	SOL log2fc=0.020 adj_p=0.826
Q9FWS4	RPL31	MEM	0.7500	0.1271	SOL log2fc=0.120 adj_p=0.258
Q9FX94	CXE5	MEM	0.1100	0.08478	SOL log2fc=0.430 adj_p=0.31
Q9FXA1	At1g49750	MEM	-1.2300	0.003387	SOL log2fc=-0.600 adj_p=0.0392
Q9FXA2	PAB8	MEM	0.6600	0.02499	SOL log2fc=-0.450 adj_p=0.0372
Q9FXB0	SMALLER	MEM	-0.3100	0.02952	SOL log2fc=0.270 adj_p=0.042
Q9FXD4	At1g67680	MEM	0.2800	0.03387	SOL log2fc=-0.290 adj_p=0.0885
Q9FXI5	IQD32	MEM	0.8400	0.02777	SOL log2fc=-0.290 adj_p=0.0991
Q9FY49	LKHA4	MEM	-0.2100	0.05514	SOL log2fc=-0.010 adj_p=0.424
Q9FY50	RPL10	MEM	1.4200	0.0109	SOL log2fc=-0.010 adj_p=0.615
Q9FY61	TRS120	MEM	-0.4900	0.03878	SOL log2fc=-0.580 adj_p=0.0734
Q9FY71	EXL4	MEM	1.1800	0.01585	SOL log2fc=0.550 adj_p=0.17
Q9FYA6	BCAT5	SOL	-0.1700	0.07868	MEM log2fc=-0.210 adj_p=0.52
Q9FYC4	FAMT	SOL	-0.2300	0.3292	MEM log2fc=0.060 adj_p=0.374
Q9FYR6	OVA6	MEM	0.3100	0.107	SOL log2fc=0.100 adj_p=0.424
Q9FZ47	ACR11	MEM	-0.4500	0.2148	SOL log2fc=0.050 adj_p=0.431
Q9FZ76	RPL6A	MEM	0.3300	0.1801	SOL log2fc=0.370 adj_p=0.197
Q9FZ87	GH3.17	MEM	0.8100	0.01022	SOL log2fc=0.430 adj_p=0.0471
Q9FZA2	AGP31	MEM	0.4700	0.03066	SOL log2fc=0.110 adj_p=0.327
Q9FZC4	FOX1	MEM	-1.5900	0.01498	SOL log2fc=-0.060 adj_p=0.664
Q9FZC5	FOX2	MEM	0.4300	0.01099	SOL log2fc=1.260 adj_p=0.0456
Q9LD43	CAC3	MEM	0.2400	0.01103	SOL log2fc=0.090 adj_p=0.301
Q9LD55	TIF3A1	MEM	0.5400	0.04067	SOL log2fc=-0.300 adj_p=0.0466
Q9LD57	PGK1	SOL	-0.1900	0.5595	MEM log2fc=-0.020 adj_p=0.753
Q9LD90	CBF5	MEM	0.1300	0.1169	SOL log2fc=0.050 adj_p=0.848
Q9LDA7	At3g15260	MEM	0.8100	0.005861	SOL log2fc=0.180 adj_p=0.518
Q9LDD8	MCCB	SOL	0.4000	0.04604	MEM log2fc=0.360 adj_p=0.0607
Q9LDI9	F23O10.17	MEM	-0.1600	0.07274	SOL log2fc=-0.390 adj_p=0.118
Q9LDN9	PER37	MEM	-1.9000	0.01082	SOL log2fc=-1.550 adj_p=0.258
Q9LDV4	ALAAT2	SOL	-0.1200	0.3221	MEM log2fc=0.110 adj_p=0.469
Q9LDY5	FKBP17-2	MEM	-1.0500	0.01445	SOL log2fc=0.030 adj_p=0.295
Q9LDZ0	HSP70-10	SOL	0.0400	0.5332	MEM log2fc=-0.010 adj_p=0.934
Q9LE06	BCAT4	MEM	-3.3600	0.00699	SOL log2fc=-3.290 adj_p=0.0454
Q9LE22	CML27	SOL	0.5500	0.03457	MEM log2fc=0.280 adj_p=0.173
Q9LE82	RANGAP1	MEM	-0.4200	0.03647	SOL log2fc=0.000 adj_p=0.593
Q9LEQ9	At5g14790	MEM	1.2500	0.01387	SOL log2fc=-0.470 adj_p=0.0466
Q9LER7	PSRP5	MEM	1.2400	0.02616	SOL log2fc=1.000 adj_p=0.156
Q9LEU8	At5g10920	MEM	0.4200	0.08409	SOL log2fc=-0.040 adj_p=0.269
Q9LEV3	CBSX3	SOL	0.1800	0.06538	MEM log2fc=0.030 adj_p=0.8
Q9LEX1	CLB	SOL	-0.1300	0.5543	MEM log2fc=0.030 adj_p=0.739
Q9LEY9	At5g08180	MEM	-0.0400	0.6083	SOL log2fc=0.100 adj_p=0.701
Q9LF33	UGD3	MEM	0.2100	0.1342	SOL log2fc=-0.010 adj_p=0.579
Q9LF37	CLPB3	SOL	-0.0500	0.2876	MEM log2fc=-0.140 adj_p=0.592
Q9LF41	PUB1	SOL	-0.3500	0.04773	MEM log2fc=-0.160 adj_p=0.0824
Q9LF46	HACL	SOL	0.2400	0.06632	MEM log2fc=0.080 adj_p=0.171
Q9LF98	FBA8	MEM	0.7600	0.02642	SOL log2fc=0.280 adj_p=0.111
Q9LF99	F8J2_90	MEM	1.1100	0.01485	SOL log2fc=0.000 adj_p=0.838
Q9LFA3	MDAR1	MEM	0.3600	0.04108	SOL log2fc=0.000 adj_p=0.614
Q9LFD5	BPA1	MEM	0.7600	0.009761	SOL log2fc=0.070 adj_p=0.398
Q9LFE4	At5g16730	MEM	0.6600	0.01666	SOL log2fc=-0.210 adj_p=0.256
Q9LFG2	DAPF	SOL	-0.0400	0.3057	MEM log2fc=-0.130 adj_p=0.562
Q9LFG3	F4P12_260	MEM	0.1900	0.02629	SOL log2fc=-0.320 adj_p=0.0915
Q9LFM4	At5g11330	MEM	-0.4800	0.03182	SOL log2fc=-0.340 adj_p=0.0528
Q9LFX8	At1g27090	SOL	-0.1200	0.2391	MEM log2fc=-0.030 adj_p=0.917
Q9LHA6	At3g28220	SOL	-0.9700	0.03567	MEM log2fc=-0.650 adj_p=0.0371
Q9LHA7	PER31	MEM	1.1000	0.007759	SOL log2fc=0.980 adj_p=0.0454
Q9LHA8	HSP70-4	MEM	0.6600	0.0122	SOL log2fc=0.510 adj_p=0.0284
Q9LHB9	PER32	MEM	0.6900	0.07058	SOL log2fc=1.400 adj_p=0.111
Q9LHD9	At3g28270	MEM	-0.9600	0.01067	SOL log2fc=-0.590 adj_p=0.0533
Q9LHE7	FYPP3	MEM	0.8500	0.03823	SOL log2fc=0.200 adj_p=0.238
Q9LHG9	At3g12390	MEM	1.7400	0.005821	SOL log2fc=0.460 adj_p=0.0419
Q9LHH7	FOLD2	MEM	0.2300	0.06509	SOL log2fc=-0.030 adj_p=0.718
Q9LHL7	T21B14.13	MEM	0.6100	0.04614	SOL log2fc=-0.150 adj_p=0.104
Q9LHP1	RPL7D	MEM	-0.3300	0.007688	SOL log2fc=0.300 adj_p=0.134
Q9LHQ5	At3g20670	MEM	0.4100	0.04011	SOL log2fc=0.070 adj_p=0.88
Q9LHS5	At5g06110	SOL	-0.3700	0.05073	MEM log2fc=-0.510 adj_p=0.0558
Q9LHT0	At5g06060	SOL	-0.0900	0.2246	MEM log2fc=-0.060 adj_p=0.941
Q9LI77	GATA	MEM	0.1100	0.06027	SOL log2fc=-0.320 adj_p=0.0613
Q9LI88	GHS1	MEM	-0.3900	0.03972	SOL log2fc=0.030 adj_p=0.719
Q9LIB2	PHS1	SOL	-0.1800	0.1638	MEM log2fc=-0.250 adj_p=0.205
Q9LIF8	JAL36	MEM	1.6300	0.007794	SOL log2fc=3.320 adj_p=0.0366
Q9LIF9	BGLU19	MEM	3.5700	0.005028	SOL log2fc=3.400 adj_p=0.018
Q9LIK0	PKP1	MEM	-0.4500	0.04912	SOL log2fc=0.140 adj_p=0.412
Q9LIK9	APS1	MEM	-1.0900	0.003642	SOL log2fc=-0.670 adj_p=0.0367
Q9LIN0	At3g26450	SOL	-0.3100	0.09509	MEM log2fc=-0.090 adj_p=0.643
Q9LIN3	RZ1A	MEM	-0.4700	0.01049	SOL log2fc=-0.050 adj_p=0.337
Q9LIN5	EIF4B1	SOL	0.5900	0.02112	MEM log2fc=0.320 adj_p=0.0324
Q9LIP2	PBE2	MEM	-0.3600	0.02629	SOL log2fc=0.050 adj_p=0.312
Q9LIR4	DHAD	SOL	0.4700	0.02501	MEM log2fc=0.620 adj_p=0.11
Q9LJ94	At3g22520	MEM	-0.9900	0.005377	SOL log2fc=-0.410 adj_p=0.125
Q9LJ98	At3g22480	SOL	0.4700	0.09613	MEM log2fc=-0.260 adj_p=0.12
Q9LJE4	CPN60B2	SOL	-0.1200	0.2208	MEM log2fc=-0.330 adj_p=0.417
Q9LJG3	ESM1	MEM	-1.3600	0.007237	SOL log2fc=-1.930 adj_p=0.0268
Q9LJI5	VHA-d1	SOL	-0.4000	0.2381	MEM log2fc=-0.110 adj_p=0.415
Q9LJL3	PREP1	SOL	-0.2300	0.05695	MEM log2fc=-0.070 adj_p=0.75
Q9LJP2	At3g14220	MEM	1.3000	0.02337	SOL log2fc=0.740 adj_p=0.0915
Q9LJR2	LEC	MEM	-1.4700	0.01612	SOL log2fc=-1.030 adj_p=0.0912
Q9LJV8	At3g29075	MEM	-0.6700	0.005429	SOL log2fc=-1.010 adj_p=0.0896
Q9LJW6	RPL34C	MEM	0.9800	0.0205	SOL log2fc=-0.530 adj_p=0.118
Q9LK23	G6PD5	MEM	0.0500	0.7624	SOL log2fc=-0.020 adj_p=0.891
Q9LK36	SAHH2	MEM	-0.1000	0.09309	SOL log2fc=-0.110 adj_p=0.232
Q9LK47	At3g23700	MEM	-0.3600	0.1709	SOL log2fc=-0.050 adj_p=0.461
Q9LK57	At3g13160	SOL	-0.5500	0.09456	MEM log2fc=-0.150 adj_p=0.201
Q9LK61	RPS10	MEM	-0.5700	0.02094	SOL log2fc=0.180 adj_p=0.429
Q9LK72	At3g16530	MEM	-2.1700	0.009803	SOL log2fc=-1.660 adj_p=0.1
Q9LK73	UGT88A1	MEM	0.2300	0.02608	SOL log2fc=-0.190 adj_p=0.326
Q9LKA5	MORF8	MEM	-0.4500	0.01264	SOL log2fc=-0.240 adj_p=0.0727
Q9LKR3	BIP1	MEM	-0.2400	0.03344	SOL log2fc=-0.500 adj_p=0.0524
Q9LKR8	RAF1.1	SOL	-0.2800	0.08038	MEM log2fc=-0.020 adj_p=0.552
Q9LM33	MPK8	MEM	-0.5700	0.03865	SOL log2fc=-0.300 adj_p=0.193
Q9LM71	FKBP18	SOL	0.2600	0.312	MEM log2fc=0.040 adj_p=0.703
Q9LM78	At1g20760	SOL	-0.8600	0.1107	MEM log2fc=-0.080 adj_p=0.593
Q9LME4	At1g22280	MEM	1.1700	0.006037	SOL log2fc=-0.540 adj_p=0.137
Q9LMG7	PAP2	MEM	-1.0200	0.0349	SOL log2fc=0.140 adj_p=0.569
Q9LMI0	TPS7	SOL	-0.2700	0.07483	MEM log2fc=-0.040 adj_p=0.684
